name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,logCPM,PValue,PAdj_hoc,FDR,falsePos,WT_rep1,WT_rep2,SMC4KD_rep1,SMC4KD_rep2
PBANKA_1349100,1321.6,1008.6,1634.6,1.6220465810297,0.697815250662217,5.44161118987625,0.152500703905226,1,0.547272709131445,759.614520274446,646.2,1371,782.2,2487
PBANKA_1442100,1435.825,1638.15,1233.5,0.752797403657278,-0.409666442561122,5.56117579819467,0.152551032105875,1,0.547272709131445,760.161792983578,1748.9,1527.4,1360.9,1106.1
PBANKA_0519700,2452.3,2115.75,2788.85,1.31881064133042,0.399237433107199,6.33282677431619,0.153239834938468,1,0.549348271581574,763.594097498388,1828.4,2403.1,2651.4,2926.3
PBANKA_0827600,3807.375,4500.3,3114.45,0.691840573380968,-0.531488471030421,6.96733523074587,0.153686275426885,1,0.549447497809049,764.281469452388,5994.9,3005.7,3934.1,2294.8
PBANKA_1333700,59555.625,68200.1,50911.15,0.746494381110171,-0.4217966937037,10.9337036739257,0.15369277338114,1,0.549447497809049,764.830916950197,71135.7,65264.5,56072.6,45749.7
PBANKA_0808420,1094.175,924.65,1263.7,1.3644630158413,0.448333290481988,5.17142482569379,0.153751575781681,1,0.549447497809049,765.380364448006,1127,722.3,1303.4,1224
PBANKA_1408900,771.425,887.65,655.2,0.738205866034796,-0.437904893112991,4.66604134805834,0.153834918357547,1,0.549447497809049,765.929811945815,896.6,878.7,751.3,559.1
PBANKA_1352900,622.625,527.65,717.6,1.35983448263708,0.443431059114762,4.35972684050949,0.153978913602513,1,0.549447497809049,766.479259443624,527.8,527.5,711.8,723.4
PBANKA_1439600,1522.3,1790,1254.6,0.700316358311184,-0.513921307882604,5.64633592019023,0.154204804563193,1,0.549447497809049,767.028706941433,2391.5,1188.5,1491.4,1017.8
PBANKA_1023800,2476.3,2800.65,2151.95,0.768422952595788,-0.380027482310827,6.34657911250497,0.154263998712689,1,0.549447497809049,767.578154439242,2776.5,2824.8,2202.3,2101.6
PBANKA_1331100,1802.15,1484.15,2120.15,1.43003311461433,0.516048555211164,5.88849101708877,0.154377100037356,1,0.549447497809049,768.127601937051,987,1981.3,1651.1,2589.2
PBANKA_1214500,676.275,555.2,797.35,1.43226574479077,0.518299197296531,4.48038126651747,0.154386113810151,1,0.549447497809049,768.67704943486,728.5,381.9,886.1,708.6
PBANKA_0410600,8122.475,6846.05,9398.9,1.3731037070024,0.457440592657492,8.05976617515589,0.154417544775426,1,0.549447497809049,769.226496932669,5602.7,8089.4,7675,11122.8
PBANKA_1455100,9327.9,8021.5,10634.3,1.32584203006851,0.406908893087633,8.25939619691483,0.154526259941317,1,0.549447497809049,769.775944430478,7376.9,8666.1,10899.9,10368.7
PBANKA_0106600,575.7,473,678.4,1.43609182173196,0.522147996042758,4.24609036739241,0.154590686720507,1,0.549447497809049,770.325391928287,403.1,542.9,500.6,856.2
PBANKA_0101800,25964.6,29759.75,22169.45,0.744965922718441,-0.424753661593824,9.73604266745887,0.154814319526407,1,0.549511506134219,770.964643106309,27635.6,31883.9,25213.6,19125.3
PBANKA_1230700,341.05,401.85,280.25,0.69597711229483,-0.522888232091638,3.49411053592605,0.154829250373759,1,0.549511506134219,771.514154612443,470.9,332.8,255,305.5
PBANKA_1301300,9450.175,10754.05,8146.3,0.75752482887752,-0.400634919289984,8.27806216027305,0.154961094132656,1,0.549587994350908,772.171132063026,10555.5,10952.6,8285.5,8007.1
PBANKA_1142900,8666.775,7189.2,10144.35,1.4113509836283,0.497076811019565,8.15327258236676,0.155309550230873,1,0.550432068848109,773.907488800441,5051.4,9327,8445.2,11843.5
PBANKA_1453300,45512.175,52042.35,38982,0.749052866719013,-0.416860549952642,10.5457180042495,0.155601058749988,1,0.551073259240364,775.360075751193,48656.3,55428.4,42208.8,35755.2
PBANKA_1416900,10389.65,12145.2,8634.1,0.710844239399428,-0.492394624584245,8.41490776169153,0.155715995458078,1,0.551088516705711,775.932631521641,15064.6,9225.8,10691.3,6576.9
PBANKA_0518100,545.6,634.05,457.15,0.722124438395971,-0.469680627321148,4.16581350328829,0.155826554292263,1,0.551088516705711,776.483720038346,530.5,737.6,461.1,453.2
PBANKA_1136400,1706.7,1467.1,1946.3,1.32719658691233,0.408382081301692,5.81052501198654,0.15658023038659,1,0.553361197174736,780.239288016377,1328.6,1605.6,1677.7,2214.9
PBANKA_1039700,5464.975,4696.15,6233.8,1.3276729027186,0.408899755305372,7.48826949572142,0.156953030806793,1,0.554285579383592,782.096952510248,4147.6,5244.7,5710.5,6757.1
PBANKA_1205900,1081.625,1280.1,883.15,0.688924415127995,-0.537582387577155,5.15455143662698,0.157218065063181,1,0.554828341508379,783.417618209831,1795,765.2,888.7,877.6
PBANKA_0716200,2092.375,1803.2,2381.55,1.32146114381226,0.402134004659005,6.1040339129815,0.157432280930778,1,0.554962036530546,784.161357617661,1554.5,2051.9,2118.2,2644.9
PBANKA_1137000,6996.075,7966.75,6025.4,0.756288424128637,-0.402991557921384,7.84440860981858,0.157554953969604,1,0.554962036530546,784.716319654192,8425.3,7508.2,6413.7,5637.1
PBANKA_1342900,570.675,660.9,480.45,0.727835962299372,-0.458314758534406,4.23095349200819,0.157590062550817,1,0.554962036530546,785.271281690722,581.1,740.7,504.9,456
PBANKA_0517400,3185.05,3618.9,2751.2,0.760121379964724,-0.395698281211577,6.70967652244737,0.157981617780711,1,0.555948023588477,787.222401401283,3936.1,3301.7,3106.4,2396
PBANKA_0405100,2557.75,2140.55,2974.95,1.3907803549304,0.475894593946469,6.39332669929125,0.158755140453147,1,0.557586076949635,790.099471037632,1543.7,2737.4,2368.9,3581
PBANKA_0813100,507.975,591.6,424.35,0.716560606290751,-0.480839362908876,4.06542526906879,0.158824976738225,1,0.557586076949635,790.657057114582,648,535.2,364.9,483.8
PBANKA_1201200,3939.275,4638.9,3239.65,0.698148378700782,-0.518394407354509,7.01643921716585,0.158855393256166,1,0.557586076949635,791.214643191532,6204.6,3073.2,3995.1,2484.2
PBANKA_0609300,1324.675,1126.5,1522.85,1.35009792745835,0.433064054931405,5.4463809732127,0.15889468779219,1,0.557586076949635,791.772229268481,1342.1,910.9,1381.5,1664.2
PBANKA_1432200,50150.925,42986.5,57315.35,1.33334513749278,0.415050271574025,10.6857660676982,0.159081299854177,1,0.557848076828545,792.702117173362,40242.8,45730.2,52226.9,62403.8
PBANKA_0206800,4321.125,5060.45,3581.8,0.707653173713944,-0.4988856373463,7.14972957832944,0.159268184087053,1,0.558065142205364,793.568632216028,6343.8,3777.1,4588.4,2575.2
PBANKA_0708700,61.125,46.55,75.7,1.59295078510219,0.671701694869612,1.07413523674925,0.159367187910542,1,0.558065142205364,794.126697358233,62.4,30.7,56.7,94.7
PBANKA_0943561,19.2,13.95,24.45,1.69488589822885,0.761188152653488,-0.482967457558092,0.159801717534608,1,0.559193791063871,796.291958474952,17.2,10.7,26.6,22.3
PBANKA_1429500,2172.6,1848.2,2497,1.3521010825637,0.435203010985544,6.15812132535492,0.160040281201512,1,0.559635593843604,797.480721227135,1429.8,2266.6,2110.4,2883.6
PBANKA_0508400,1610.475,1383.35,1837.6,1.32915995137167,0.410514729268127,5.72683844709544,0.160622679749783,1,0.56089175098221,799.831636900631,1210.2,1556.5,1599.6,2075.6
PBANKA_1410950,698.475,840.05,556.9,0.664282873384972,-0.590130375715479,4.51899736579551,0.160766929642083,1,0.56089175098221,800.392528651614,460.9,1219.2,485.1,628.7
PBANKA_1004100,2326.1,2633.95,2018.25,0.766211062704261,-0.384186239063761,6.25646977910238,0.160785408501948,1,0.56089175098221,800.953420402596,2726.8,2541.1,2259,1777.5
PBANKA_0934200,8529.7,7366.45,9692.95,1.31584056917147,0.395984698800023,8.13039841700575,0.160849751586108,1,0.56089175098221,801.514312153578,7243.1,7489.8,9561.4,9824.5
PBANKA_0922100,12790.05,10776.6,14803.5,1.3738143641156,0.45818707397897,8.71465948910314,0.161220364949775,1,0.561790964017292,803.361078544728,8512,13041.2,12132.9,17474.1
PBANKA_1235300,4474.05,3736.7,5211.4,1.39527853693663,0.480553153412765,7.19960530332249,0.161452850566034,1,0.562196094783576,804.502611635297,2556.9,4916.5,4503.4,5919.4
PBANKA_1325100,4753.65,4097.65,5409.65,1.32038455612925,0.400958169297109,7.2871930223302,0.161562273275152,1,0.562196094783576,805.06480773008,3712.8,4482.5,4856.2,5963.1
PBANKA_0201051,54.675,66.35,43,0.646948889503434,-0.628276354497322,0.890668575650899,0.161991731486539,1,0.562236333141964,805.684665392434,71.4,61.3,49.8,36.2
PBANKA_1228900,11364.5,12966.55,9762.45,0.752961766237682,-0.409351485049536,8.54409299312345,0.16200452199905,1,0.562236333141964,806.246901725576,11228,14705.1,10167.5,9357.4
PBANKA_1137800,1452.375,1663.4,1241.35,0.746029428372667,-0.42269555377693,5.5775633863565,0.162228964064358,1,0.562236333141964,806.809138058718,1753.4,1573.4,996.8,1485.9
PBANKA_0105600,2716.2,3073.7,2358.7,0.767238283464957,-0.382253385497092,6.48007332048072,0.162273994771535,1,0.562236333141964,807.37137439186,3308.8,2838.6,2541.5,2175.9
PBANKA_0915600,3386.75,2812.25,3961.25,1.40915337718443,0.494828648170381,6.79814998146101,0.162364286091062,1,0.562236333141964,807.933610725002,2100.4,3524.1,2788.7,5133.8
PBANKA_1022200,1670.825,1395.2,1946.45,1.39635713191222,0.481667972024094,5.77958252010687,0.16294046401941,1,0.562236333141964,808.495847058144,1033,1757.4,1481.1,2411.8
PBANKA_1433200,1409.275,1217.75,1600.8,1.31387380709687,0.39382671659002,5.53518993011708,0.1629435646911,1,0.562236333141964,809.058083391286,1311.4,1124.1,1678.6,1523
PBANKA_1016400,607.45,709.55,505.35,0.711206101273724,-0.491660394117334,4.32384282811296,0.162949188105351,1,0.562236333141964,809.620319724428,868.6,550.5,576.1,434.6
PBANKA_0914400,4334.875,4931.35,3738.4,0.758282246261958,-0.399193149538046,7.15380351026661,0.162995067628815,1,0.562236333141964,810.18255605757,4170.2,5692.5,3675.7,3801.1
PBANKA_0502900,1375.325,1599.4,1151.25,0.719363903604524,-0.475206325457533,5.49977136652873,0.163006553399208,1,0.562236333141964,810.744792390712,1965.8,1233,1417.5,885
PBANKA_1103100,7249.075,6246.3,8251.85,1.32103244524289,0.401665900359294,7.89577938566178,0.163201300068289,1,0.562236333141964,811.307028723854,6314,6178.6,7360.8,9142.9
PBANKA_1448400,3753.5,3267.25,4239.75,1.29754256223549,0.375781862913761,6.94668647582093,0.163204869145978,1,0.562236333141964,811.869265056996,3363.1,3171.4,4293.9,4185.6
PBANKA_0718800,6405.45,5545.75,7265.15,1.31006165816868,0.38963471393131,7.71734178128335,0.163225028517718,1,0.562236333141964,812.431501390138,5487.9,5603.6,7347.9,7182.4
PBANKA_1137400,31456.15,26638.35,36273.95,1.36178267259216,0.445496481477025,10.01285358411,0.163335390913784,1,0.562236333141964,812.99373772328,21204.2,32072.5,31752.7,40795.2
PBANKA_0709400,1613.525,1390.55,1836.5,1.32107935771179,0.40171713239737,5.72968364737013,0.163429871575138,1,0.562236333141964,813.555974056422,1299.7,1481.4,1569.5,2103.5
PBANKA_0822400,150.25,121.25,179.25,1.46870237598937,0.554542071736946,2.33002411905341,0.163547510892946,1,0.562236333141964,814.118210389564,142.8,99.7,147.7,210.8
PBANKA_1365300,1515.775,1740.4,1291.15,0.741283241226773,-0.431903199272242,5.63978274720971,0.163594505888956,1,0.562236333141964,814.680446722705,2126.7,1354.1,1403.8,1178.5
PBANKA_1225800,5216.05,4473.85,5958.25,1.33206853612236,0.413668312274164,7.42101489599486,0.163618556739418,1,0.562236333141964,815.242683055847,3850.2,5097.5,5227.2,6689.3
PBANKA_1460100,236.5,189.7,283.3,1.4982253541865,0.583254641763928,2.96994555972781,0.163752333978104,1,0.562236333141964,815.804919388989,155.5,223.9,202.6,364
PBANKA_0700700,1463.025,1262.65,1663.4,1.31818305642573,0.398550731695973,5.58855185038709,0.163830454690374,1,0.562236333141964,816.367155722131,1125.2,1400.1,1579,1747.8
PBANKA_1218500,28276.125,23935.3,32616.95,1.36278998510637,0.446563250484623,9.85910396640947,0.164072943266912,1,0.562680988505864,817.575476299021,18537,29333.6,29314.3,35919.6
PBANKA_0524800,10192.2,8583.75,11800.65,1.37493141650231,0.45935965679023,8.38716064346724,0.164345732203515,1,0.563165907698122,818.843229793069,6960.2,10207.3,9184.4,14416.9
PBANKA_1311800,798.2,915.35,681.05,0.743343406808747,-0.427899239650171,4.7159674139822,0.164440376419981,1,0.563165907698122,819.406395700768,1039.4,791.3,720.4,641.7
PBANKA_0809600,587.35,675.85,498.85,0.737760885261729,-0.438774792890179,4.27396530660428,0.164739785816534,1,0.563713037964972,820.766183276999,712.2,639.5,497.1,500.6
PBANKA_0417900,1716.825,1956.25,1477.4,0.754737115453333,-0.405953872006027,5.81909059908816,0.164826388985544,1,0.563713037964972,821.329896314964,2303.8,1608.7,1561.8,1393
PBANKA_1232800,1616.675,1369.05,1864.3,1.36321491728632,0.447013027778239,5.73212308410695,0.165104553290848,1,0.564277084395264,822.715989048295,1026.7,1711.4,1604.7,2123.9
PBANKA_0403700,8237.05,9379.55,7094.55,0.756367135760926,-0.402841415503404,8.07993326418116,0.166224646302524,1,0.567438632162819,827.892964325553,9856.9,8902.2,7875.9,6313.2
PBANKA_1130000,1686.975,1932.4,1441.55,0.745466739487683,-0.423784109711482,5.79392192629966,0.166395012844864,1,0.567438632162819,828.460402957716,2348.1,1516.7,1598.7,1284.4
PBANKA_1412900,1335.95,1128,1543.9,1.36986765773782,0.454036521837,5.45744519064841,0.16643634511281,1,0.567438632162819,829.027841589879,926.4,1329.6,1207.2,1880.6
PBANKA_1302100,340.675,283,398.35,1.41086551289127,0.496580473312965,3.49327732025528,0.166596490773201,1,0.567438632162819,829.595280222042,244,322,387.2,409.5
PBANKA_1231000,3599.475,3093.2,4105.75,1.32784799720669,0.409090006453482,6.88606115742964,0.166598980303874,1,0.567438632162819,830.162718854205,2579.5,3606.9,3548.6,4662.9
PBANKA_1353400,2107.925,2388.25,1827.6,0.765069218076499,-0.386337816287004,6.1146435547313,0.166777176301501,1,0.56765756114097,831.05066951038,2611.1,2165.4,2048.6,1606.6
PBANKA_0603600,621.825,517.25,726.4,1.40701970410845,0.492642532426969,4.35653697113688,0.166952280026787,1,0.567865673292477,831.923211373478,410.3,624.2,587.3,865.5
PBANKA_0938400,8688.025,7375.65,10000.4,1.35557301658159,0.438902824590657,8.15703784404902,0.167363208494609,1,0.568241896096926,833.042619678094,9078.7,5672.6,9151,10849.8
PBANKA_0920900,11945.85,10023.6,13868.1,1.38372622138412,0.468558525255448,8.61615063394326,0.167379022949365,1,0.568241896096926,833.61086157419,7570.3,12476.9,11136,16600.2
PBANKA_0315600,7159.3,5820.8,8497.8,1.46025110149679,0.546216473033677,7.87762696297018,0.167560928149993,1,0.568241896096926,834.179103470287,3690.2,7951.4,6135.6,10860
PBANKA_1343500,3519.325,3052.2,3986.45,1.30649889241419,0.385705901612216,6.85364616045936,0.167947346348872,1,0.568241896096926,834.747345366384,2686.1,3418.3,3695.4,4277.5
PBANKA_0805900,7571.225,8898.15,6244.3,0.70165286981758,-0.511170635374548,7.9585299017623,0.168010346810915,1,0.568241896096926,835.315587262481,11623.8,6172.5,7843.3,4645.3
PBANKA_1125400,648.2,548.5,747.9,1.36466196389935,0.448543629971298,4.41685937818654,0.168114312597786,1,0.568241896096926,835.883829158578,498.9,598.1,641.4,854.4
PBANKA_1425900,3341.25,3839.9,2842.6,0.740087985860182,-0.434231298175001,6.77886558240354,0.16811867871582,1,0.568241896096926,836.452071054675,4560.6,3119.2,3461,2224.2
PBANKA_1352621,18.875,13.45,24.3,1.68719601908177,0.754627596227079,-0.48994054364962,0.168230439912438,1,0.568241896096926,837.020312950772,20.8,6.1,18,30.6
PBANKA_1428900,4057.375,4619.95,3494.8,0.756292286590624,-0.402984189911579,7.05879440447945,0.16828429308942,1,0.568241896096926,837.588554846869,5317.1,3922.8,3898.9,3090.7
PBANKA_0216801,48.4,37.85,58.95,1.56344082726057,0.644724617514814,0.733965821401163,0.168311163177506,1,0.568241896096926,838.156796742966,34.3,41.4,46.4,71.5
PBANKA_1416000,1446.475,1203.75,1689.2,1.4048803085506,0.490447222534388,5.57172175173411,0.168317286501919,1,0.568241896096926,838.725038639063,858.6,1548.9,1299.1,2079.3
PBANKA_0202600,519.9,417,622.8,1.49789382839832,0.582935368341656,4.09834436808762,0.169226517341552,1,0.570186678767279,842.165724539271,266.6,567.4,463.6,782
PBANKA_1325400,18644.425,15758.05,21530.8,1.366455704086,0.450438693281354,9.2583075816661,0.169235195568515,1,0.570186678767279,842.735911218039,12012.5,19503.6,18517.4,24544.2
PBANKA_0720300,773.325,887.15,659.5,0.743139143661945,-0.428295731934173,4.67005426813707,0.169236624101306,1,0.570186678767279,843.306097896806,950.8,823.5,759,560
PBANKA_0604900,441.4,513.45,369.35,0.718627401008339,-0.476684149047454,3.86341604713155,0.16935523719929,1,0.570200774975719,843.897146964064,557.6,469.3,336.6,402.1
PBANKA_1407650,71.7,54.25,89.15,1.64002217360143,0.713715320653462,1.28266974727606,0.169787783048636,1,0.571271116091395,846.052522931355,53.3,55.2,45.5,132.8
PBANKA_1328300,1453.8,1645.1,1262.5,0.767545656802737,-0.381675524360536,5.57884161171339,0.170230925661697,1,0.572375642761293,848.260702572237,1627.8,1662.4,1320.5,1204.5
PBANKA_0620100,3391.575,3854,2929.15,0.759844303878768,-0.396224261901582,6.80034747283033,0.170380296102972,1,0.57249158157863,849.005015481108,4412.4,3295.6,3320.2,2538.1
PBANKA_0714400,8336.35,7215.3,9457.4,1.31083651484858,0.390487766471518,8.09730609326541,0.171025311055057,1,0.5742716475656,852.21912498735,6726.1,7704.5,9381.9,9532.9
PBANKA_1203800,4800.125,5438.3,4161.95,0.765384225473032,-0.38574392744033,7.30098674533317,0.171433535209421,1,0.575254751480501,854.253305948545,5158,5718.6,4549.7,3774.2
PBANKA_1107800,7574.3,6489.2,8659.4,1.33413412637795,0.415903714298447,7.95917818547331,0.17171459652228,1,0.575545046083989,855.259938480808,7742.9,5235.5,8354.2,8964.6
PBANKA_1204900,2267.9,1987.2,2548.6,1.28248116575814,0.35893763887962,6.22038342813751,0.171761208575064,1,0.575545046083989,855.835483526892,1979.3,1995.1,2530.3,2566.9
PBANKA_1105100,4317.425,4949.3,3685.55,0.744471159352001,-0.425712134684127,7.14844294300038,0.171881166367017,1,0.575545046083989,856.411028572976,6004.9,3893.7,4231.2,3139.9
PBANKA_0835800,680.95,580.9,781,1.34393453359737,0.426462862555081,4.4884209092175,0.172007911226803,1,0.575545046083989,856.98657361906,592.9,568.9,693.7,868.3
PBANKA_1127100,846.825,712.65,981,1.37872396027028,0.463333638133109,4.80080960460931,0.172195535870398,1,0.575545046083989,857.562118665144,560.4,864.9,800.2,1161.8
PBANKA_0304400,1943.275,1614.2,2272.35,1.40894324891985,0.494613502243151,5.9972076618194,0.172398148858033,1,0.575545046083989,858.137663711228,1119.8,2108.6,1652.8,2891.9
PBANKA_0941400,2898.4,2524.25,3272.55,1.29650032926294,0.374622572582225,6.57399338972508,0.172422884311451,1,0.575545046083989,858.713208757312,2504.4,2544.1,3643,2902.1
PBANKA_1315100,834.75,962,707.5,0.734332134766167,-0.445495360428141,4.7809473039434,0.172444060566606,1,0.575545046083989,859.288753803396,1189.4,734.6,710.1,704.9
PBANKA_0407800,1808.775,2059.75,1557.8,0.756861530130929,-0.40189871550399,5.89325237589972,0.172874480313167,1,0.576293697225667,860.982783655146,1691.9,2427.6,1730.9,1384.7
PBANKA_0103300,11719.475,13366.05,10072.9,0.753560441539384,-0.40820486280942,8.58859393618268,0.173062187930252,1,0.576293697225667,861.559077352372,15420.7,11311.4,10878.5,9267.3
PBANKA_1003900,57.425,70.95,43.9,0.629531576243506,-0.667649351974972,0.922875924985923,0.17313054369978,1,0.576293697225667,862.135371049597,40.7,101.2,39.5,48.3
PBANKA_1217400,287.475,337,237.95,0.707281019589495,-0.499644548855698,3.24406800739157,0.173130978275501,1,0.576293697225667,862.711664746823,293.7,380.3,211.2,264.7
PBANKA_1214100,3044.675,2657.35,3432,1.29187479894115,0.369466259119221,6.64481899925286,0.173641615474506,1,0.577607590059722,865.256169909464,2424,2890.7,3526.3,3337.7
PBANKA_0203400,1109.925,953.8,1266.05,1.32788560083949,0.409130861887633,5.19083030492565,0.174054467576138,1,0.578294644071432,866.863671463077,893.9,1013.7,1086.1,1446
PBANKA_0522100,4779.55,5545.95,4013.15,0.72348919258329,-0.46695662881861,7.2950863918708,0.174080266126259,1,0.578294644071432,867.441966107149,6810.2,4281.7,5044.3,2982
PBANKA_0932900,657.85,559.1,756.6,1.35123846457779,0.434282301832298,4.43956366613816,0.174823712596576,1,0.580340171399435,871.090597270551,633.6,484.6,814.8,698.4
PBANKA_0304000,570.175,661.7,478.65,0.722000363048753,-0.469928532333775,4.23287249782281,0.174928945904465,1,0.580340171399435,871.670937441951,814.3,509.1,467.9,489.4
PBANKA_1130400,2131,1857,2405,1.29522442281,0.373202094532201,6.13057341200589,0.175103933977112,1,0.580534200271424,872.54290300795,1798.6,1915.4,2100.1,2709.9
PBANKA_1037000,326.95,399.8,254.1,0.633840769111372,-0.657807636960891,3.43773615964419,0.175396278943201,1,0.581060438218626,873.914899080813,575.7,223.9,328,180.2
PBANKA_0109700,4865.025,5510.65,4219.4,0.765640838289142,-0.385260311529056,7.32046687724866,0.175670347917171,1,0.581060438218626,874.495959519031,5788.9,5232.4,4712.9,3725.9
PBANKA_1243800,426.275,358.05,494.5,1.38167428712019,0.46641755802775,3.81531838918133,0.17576042210631,1,0.581060438218626,875.07701995725,343.4,372.7,455.9,533.1
PBANKA_0416700,1116.025,950,1282.05,1.35077977316805,0.433792481431206,5.19843226643153,0.175845621068551,1,0.581060438218626,875.658080395469,803.5,1096.5,1046.6,1517.5
PBANKA_0305900,4288.05,3706.05,4870.05,1.3144829511308,0.394495430294827,7.13848525838809,0.175967138858422,1,0.581060438218626,876.239140833687,3133.5,4278.6,4413.2,5326.9
PBANKA_1426900,11371.45,13072.35,9670.55,0.739689041589413,-0.435009192309452,8.54514879653675,0.175972467889004,1,0.581060438218626,876.820201271906,16274.8,9869.9,10531.6,8809.5
PBANKA_1239300,423.375,354.8,491.95,1.3871622879673,0.472136582433836,3.80599905099917,0.176134974961597,1,0.581060438218626,877.401261710125,346.2,363.4,552.1,431.8
PBANKA_1002800,3669,4135.8,3202.2,0.774144641574786,-0.369324949464591,6.9136203269049,0.176217003445656,1,0.581060438218626,877.982322148343,4468.4,3803.2,3331.4,3073
PBANKA_0824200,3049.5,3435.95,2663.05,0.77499571857038,-0.367739754583511,6.64691936155119,0.17637659825668,1,0.581060438218626,878.563382586562,3591.7,3280.2,2899.5,2426.6
PBANKA_0405300,4331.775,3702.3,4961.25,1.34048067178919,0.422750417444368,7.1530827816614,0.176428746342521,1,0.581060438218626,879.14444302478,2988,4416.6,4078.3,5844.2
PBANKA_1316500,7396.775,6377.1,8416.45,1.31967048823225,0.400177744478937,7.92492450601214,0.17720620583599,1,0.583235484597581,883.018523680738,6931.3,5822.9,9494.4,7338.5
PBANKA_1210000,237.2,197,277.4,1.40551086866956,0.491094609972297,2.97800349491006,0.177387053333978,1,0.583432008427785,883.899492768095,211.5,182.5,303.1,251.7
PBANKA_0315700,1928.875,1667.8,2189.95,1.31432193965891,0.394318703255764,5.98664313553865,0.177551875502286,1,0.583432008427785,884.482924776523,1315.9,2019.7,2228.1,2151.8
PBANKA_0703900,7833.15,6704,8962.3,1.3370776156865,0.419083214508242,8.00744573510049,0.177617169734086,1,0.583432008427785,885.06635678495,5524.1,7883.9,7758.3,10166.3
PBANKA_0943900,457.85,348.2,567.5,1.62366917149811,0.699257708101907,3.92201591627754,0.177788303691374,1,0.583571133444683,885.860980569028,517,179.4,340,795
PBANKA_1037100,4586.85,3987.65,5186.05,1.30030595024173,0.378851116303384,7.2358177277513,0.177893749087392,1,0.583571133444683,886.444551702473,4264.1,3711.2,4714.6,5657.5
PBANKA_1214900,3692.4,4161.95,3222.85,0.774518074694761,-0.368629187740527,6.92253820179643,0.178068663388327,1,0.583584924362231,887.049085030591,3781.5,4542.4,3177.7,3268
PBANKA_0709300,45.875,34.35,57.4,1.62144314131803,0.697278434107168,0.683056735358219,0.178139716239527,1,0.583584924362231,887.632669954953,48.8,19.9,38.6,76.2
PBANKA_1403000,199.275,164.35,234.2,1.41830992284761,0.504172818402496,2.73111706690659,0.178490214012097,1,0.583584924362231,888.216254879315,190.7,138,234.4,234
PBANKA_0407300,4936.625,4098,5775.25,1.40978433870937,0.495474483708423,7.3414932937639,0.178635021895529,1,0.583584924362231,888.799839803677,2796.4,5399.6,4317,7233.5
PBANKA_1425300,87.375,69.6,105.15,1.48946427756102,0.574793523249357,1.56925139336004,0.178700289841387,1,0.583584924362231,889.38342472804,88.6,50.6,97.9,112.4
PBANKA_0610600,1575.55,1785,1366.1,0.765818933957277,-0.384924765348821,5.69437188650833,0.178707459765236,1,0.583584924362231,889.967009652402,1547.3,2022.7,1456.2,1276
PBANKA_0803500,4690.45,3952.15,5428.75,1.37397434920484,0.458355070662268,7.26779911655694,0.178717759296962,1,0.583584924362231,890.550594576764,3153.4,4750.9,3966.7,6890.8
PBANKA_1413400,3934.75,3397.85,4471.65,1.31645795384559,0.396661444097878,7.0144851149684,0.179317766997142,1,0.58516072884529,893.540432946758,2836.1,3959.6,3981.3,4962
PBANKA_0306100,2488.475,2870.9,2106.05,0.733340401134241,-0.44744507247279,6.35410340979884,0.17953666264095,1,0.585491616452785,894.631189939855,3450.7,2291.1,2667.7,1544.4
PBANKA_1145300,813.275,929.75,696.8,0.748802895578371,-0.417342081135276,4.74295248456268,0.179712565514908,1,0.585681958116932,895.507713960789,1057.5,802,766.7,626.9
PBANKA_0940000,3584.875,3010.8,4158.95,1.381991873368,0.466749132161661,6.88008078932544,0.180135624486506,1,0.586677004455072,897.615816816261,2160.1,3861.5,3167.4,5150.5
PBANKA_0207900,202.275,163.8,240.75,1.47890866211604,0.564532953869496,2.74508013994303,0.18052696609405,1,0.587567519298923,899.565872046651,117.5,210.1,198.3,283.2
PBANKA_0611700,953.625,821.6,1085.65,1.32268989974476,0.403474866197311,4.97215074350208,0.180721690155342,1,0.587817351203701,900.53618204407,718.5,924.7,1035.5,1135.8
PBANKA_1038000,1006.625,834.25,1179,1.41500048638332,0.500802548960112,5.04957162378706,0.180920351490589,1,0.587833785882616,901.14919375805,631.8,1036.7,818.2,1539.8
PBANKA_0105400,1642.9,1851.8,1434,0.774381823810735,-0.368883004627464,5.7550462652818,0.181018507973435,1,0.587833785882616,901.737027543933,1831.1,1872.5,1318,1550
PBANKA_0516900,3721.875,4295.15,3148.6,0.732784285210663,-0.448539530169404,6.93455808364773,0.181184934404752,1,0.587833785882616,902.324861329815,5584.6,3005.7,3597.5,2699.7
PBANKA_1146781,9.5,6.5,12.5,1.74578655593137,0.803877182379164,-1.34073155174572,0.1811986143118,1,0.587833785882616,902.912695115698,9.9,3.1,12.9,12.1
PBANKA_1130200,1620.2,1414.1,1826.3,1.29118474891692,0.368695443152221,5.73587950122753,0.181347973646955,1,0.587935558023927,903.656952682776,1458.7,1369.5,1705.2,1947.4
PBANKA_0314900,1987.925,2264,1711.85,0.755828466360649,-0.403869239819569,6.03035574112655,0.18180133046775,1,0.588627592240826,905.309236866391,2631,1897,2040,1383.7
PBANKA_0827000,255.1,211.35,298.85,1.41010029015559,0.49579777465577,3.0819859266969,0.181858176982083,1,0.588627592240826,905.897864458631,234.1,188.6,254.1,343.6
